ENSMUST00000234132.2	ENSMUSG00000117547.2
ENSMUST00000177343.2	ENSMUSG00000024613.17
ENSMUST00000025520.10	ENSMUSG00000052026.9
ENSMUST00000236893.2	ENSMUSG00000052026.9
ENSMUST00000025521.9	ENSMUSG00000024619.9
ENSMUST00000091884.6	ENSMUSG00000024622.9
ENSMUST00000235236.2	ENSMUSG00000024622.9
ENSMUST00000235480.2	ENSMUSG00000024622.9
ENSMUST00000236068.2	ENSMUSG00000024622.9
ENSMUST00000237101.2	ENSMUSG00000024622.9
ENSMUST00000158500.3	ENSMUSG00000089125.3
ENSMUST00000237443.2	ENSMUSG00000024622.9
ENSMUST00000237535.2	ENSMUSG00000024622.9
ENSMUST00000235663.2	ENSMUSG00000024622.9
ENSMUST00000237498.2	ENSMUSG00000024622.9
ENSMUST00000146409.8	ENSMUSG00000034320.15
ENSMUST00000037603.8	ENSMUSG00000034320.15
ENSMUST00000148829.2	ENSMUSG00000034320.15
ENSMUST00000181997.2	ENSMUSG00000034320.15
ENSMUST00000170335.4	ENSMUSG00000091957.4
ENSMUST00000076842.7	ENSMUSG00000091957.4
ENSMUST00000075299.13	ENSMUSG00000033871.15
ENSMUST00000063307.6	ENSMUSG00000033871.15
ENSMUST00000142134.2	ENSMUSG00000033871.15
ENSMUST00000198300.3	ENSMUSG00000105200.3
ENSMUST00000235755.2	ENSMUSG00000118286.2
ENSMUST00000158916.3	ENSMUSG00000089541.3
ENSMUST00000235256.2	ENSMUSG00000118229.2
ENSMUST00000171629.3	ENSMUSG00000045094.9
ENSMUST00000236608.2	ENSMUSG00000045094.9
ENSMUST00000237557.2	ENSMUSG00000045094.9
ENSMUST00000083658.4	ENSMUSG00000065592.4
ENSMUST00000083511.5	ENSMUSG00000065445.5
ENSMUST00000182244.8	ENSMUSG00000097324.9
ENSMUST00000181155.4	ENSMUSG00000097324.9
ENSMUST00000191654.2	ENSMUSG00000102778.2
ENSMUST00000025472.7	ENSMUSG00000024579.8
ENSMUST00000195229.2	ENSMUSG00000024579.8
ENSMUST00000154763.2	ENSMUSG00000024579.8
ENSMUST00000062991.9	ENSMUSG00000024580.9
ENSMUST00000238010.2	ENSMUSG00000024580.9
ENSMUST00000237466.2	ENSMUSG00000024580.9
ENSMUST00000154876.8	ENSMUSG00000033032.16
ENSMUST00000120472.2	ENSMUSG00000033032.16
ENSMUST00000147278.2	ENSMUSG00000033032.16
ENSMUST00000166783.3	ENSMUSG00000032735.16
ENSMUST00000049378.15	ENSMUSG00000032735.16
ENSMUST00000194401.2	ENSMUSG00000104035.2
ENSMUST00000053640.5	ENSMUSG00000045730.5
ENSMUST00000048688.8	ENSMUSG00000042211.8
ENSMUST00000236904.2	ENSMUSG00000042211.8
ENSMUST00000237378.2	ENSMUSG00000042211.8
ENSMUST00000235807.2	ENSMUSG00000042211.8
ENSMUST00000236302.2	ENSMUSG00000110576.3
ENSMUST00000212026.3	ENSMUSG00000110576.3
ENSMUST00000076194.6	ENSMUSG00000060201.6
ENSMUST00000235321.2	ENSMUSG00000060201.6
ENSMUST00000235190.2	ENSMUSG00000073551.6
ENSMUST00000097557.5	ENSMUSG00000073551.6
ENSMUST00000067450.3	ENSMUSG00000041789.8
ENSMUST00000048109.7	ENSMUSG00000041789.8
ENSMUST00000237173.2	ENSMUSG00000117671.2
ENSMUST00000237856.2	ENSMUSG00000117671.2
ENSMUST00000047480.13	ENSMUSG00000041482.18
ENSMUST00000137141.4	ENSMUSG00000041482.18
ENSMUST00000238156.2	ENSMUSG00000041482.18
ENSMUST00000183217.9	ENSMUSG00000041482.18
ENSMUST00000238051.2	ENSMUSG00000041482.18
ENSMUST00000132576.9	ENSMUSG00000041482.18
ENSMUST00000123322.2	ENSMUSG00000041482.18
ENSMUST00000236438.2	ENSMUSG00000041482.18
ENSMUST00000235659.2	ENSMUSG00000041482.18
ENSMUST00000182233.9	ENSMUSG00000041482.18
ENSMUST00000182166.9	ENSMUSG00000041482.18
ENSMUST00000237812.2	ENSMUSG00000041482.18
ENSMUST00000235366.2	ENSMUSG00000041482.18
ENSMUST00000046860.7	ENSMUSG00000041482.18
ENSMUST00000182177.3	ENSMUSG00000041482.18
ENSMUST00000237782.2	ENSMUSG00000118039.2
ENSMUST00000237314.2	ENSMUSG00000117875.2
ENSMUST00000237004.2	ENSMUSG00000024583.4
ENSMUST00000025476.4	ENSMUSG00000024583.4
ENSMUST00000238061.2	ENSMUSG00000024583.4
ENSMUST00000237331.2	ENSMUSG00000024583.4
ENSMUST00000235537.2	ENSMUSG00000024583.4
ENSMUST00000235749.2	ENSMUSG00000024583.4
ENSMUST00000236892.2	ENSMUSG00000024583.4
ENSMUST00000236253.2	ENSMUSG00000024583.4
ENSMUST00000235365.2	ENSMUSG00000117795.2
ENSMUST00000236836.2	ENSMUSG00000117977.2
ENSMUST00000237352.2	ENSMUSG00000118258.2
ENSMUST00000239843.1	ENSMUSG00000119255.1
ENSMUST00000237015.2	ENSMUSG00000117673.2
ENSMUST00000237990.2	ENSMUSG00000118189.2
ENSMUST00000127716.8	ENSMUSG00000086128.9
ENSMUST00000236604.2	ENSMUSG00000086128.9
ENSMUST00000235267.2	ENSMUSG00000086128.9
ENSMUST00000237973.2	ENSMUSG00000086128.9
ENSMUST00000235475.2	ENSMUSG00000086128.9
ENSMUST00000235473.2	ENSMUSG00000118191.2
ENSMUST00000140903.2	ENSMUSG00000086128.9
ENSMUST00000237134.2	ENSMUSG00000118022.2
ENSMUST00000123473.2	ENSMUSG00000086128.9
ENSMUST00000124013.2	ENSMUSG00000086128.9
ENSMUST00000237830.2	ENSMUSG00000118375.2
ENSMUST00000072796.6	ENSMUSG00000060096.6
ENSMUST00000235766.3	ENSMUSG00000024588.11
ENSMUST00000236586.3	ENSMUSG00000024588.11
ENSMUST00000237717.2	ENSMUSG00000024588.11
ENSMUST00000235215.2	ENSMUSG00000024588.11
ENSMUST00000235947.2	ENSMUSG00000024588.11
ENSMUST00000025484.9	ENSMUSG00000024588.11
ENSMUST00000237502.2	ENSMUSG00000024588.11
ENSMUST00000237680.2	ENSMUSG00000024588.11
ENSMUST00000235338.2	ENSMUSG00000024588.11
ENSMUST00000237358.2	ENSMUSG00000024588.11
ENSMUST00000238082.2	ENSMUSG00000024588.11
ENSMUST00000237891.2	ENSMUSG00000024588.11
ENSMUST00000235356.2	ENSMUSG00000024588.11
ENSMUST00000238149.2	ENSMUSG00000024588.11
ENSMUST00000235843.2	ENSMUSG00000024588.11
ENSMUST00000237400.2	ENSMUSG00000024587.11
ENSMUST00000237503.2	ENSMUSG00000024587.11
ENSMUST00000236873.2	ENSMUSG00000024587.11
ENSMUST00000025483.11	ENSMUSG00000024587.11
ENSMUST00000237369.2	ENSMUSG00000024587.11
ENSMUST00000237585.2	ENSMUSG00000024587.11
ENSMUST00000237351.2	ENSMUSG00000024587.11
ENSMUST00000236186.2	ENSMUSG00000024587.11
ENSMUST00000235887.2	ENSMUSG00000024587.11
ENSMUST00000236392.2	ENSMUSG00000024587.11
ENSMUST00000237831.2	ENSMUSG00000024587.11
ENSMUST00000236583.2	ENSMUSG00000024587.11
ENSMUST00000235647.2	ENSMUSG00000024587.11
ENSMUST00000236463.2	ENSMUSG00000024587.11
ENSMUST00000235325.2	ENSMUSG00000024587.11
ENSMUST00000237027.2	ENSMUSG00000024587.11
ENSMUST00000025482.10	ENSMUSG00000039529.10
ENSMUST00000235459.2	ENSMUSG00000039529.10
ENSMUST00000237686.2	ENSMUSG00000039529.10
ENSMUST00000235291.2	ENSMUSG00000117808.2
ENSMUST00000236712.2	ENSMUSG00000118133.2
ENSMUST00000238142.2	ENSMUSG00000118133.2
ENSMUST00000237925.2	ENSMUSG00000118224.2
ENSMUST00000237969.2	ENSMUSG00000118356.2
ENSMUST00000157679.3	ENSMUSG00000088304.3
ENSMUST00000237689.2	ENSMUSG00000118045.2
ENSMUST00000224731.3	ENSMUSG00000114210.3
ENSMUST00000237218.2	ENSMUSG00000117895.2
ENSMUST00000235298.2	ENSMUSG00000032845.17
ENSMUST00000035548.16	ENSMUSG00000032845.17
ENSMUST00000141250.2	ENSMUSG00000032845.17
ENSMUST00000182629.3	ENSMUSG00000032845.17
ENSMUST00000238053.2	ENSMUSG00000118285.2
ENSMUST00000236404.2	ENSMUSG00000117860.2
ENSMUST00000236474.2	ENSMUSG00000117992.2
ENSMUST00000183157.3	ENSMUSG00000118234.2
ENSMUST00000237991.2	ENSMUSG00000118208.2
ENSMUST00000237019.2	ENSMUSG00000117751.2
ENSMUST00000237664.2	ENSMUSG00000117866.2
ENSMUST00000237028.2	ENSMUSG00000118170.2
ENSMUST00000157121.3	ENSMUSG00000087746.3
ENSMUST00000236350.2	ENSMUSG00000117734.2
ENSMUST00000236891.2	ENSMUSG00000118162.2
ENSMUST00000236247.2	ENSMUSG00000024518.5
ENSMUST00000238035.2	ENSMUSG00000024518.5
ENSMUST00000025396.5	ENSMUSG00000024518.5
ENSMUST00000236444.2	ENSMUSG00000024518.5
ENSMUST00000235720.2	ENSMUSG00000024518.5
ENSMUST00000237710.2	ENSMUSG00000024518.5
ENSMUST00000237506.2	ENSMUSG00000024518.5
ENSMUST00000025397.7	ENSMUSG00000024519.7
ENSMUST00000236894.2	ENSMUSG00000024519.7
ENSMUST00000048260.15	ENSMUSG00000041891.17
ENSMUST00000236866.2	ENSMUSG00000041891.17
ENSMUST00000120461.9	ENSMUSG00000041891.17
ENSMUST00000236292.2	ENSMUSG00000041891.17
ENSMUST00000155895.2	ENSMUSG00000041891.17
ENSMUST00000144793.3	ENSMUSG00000041891.17
ENSMUST00000150133.3	ENSMUSG00000041891.17
ENSMUST00000143990.2	ENSMUSG00000041891.17
ENSMUST00000236070.2	ENSMUSG00000041891.17
ENSMUST00000146610.2	ENSMUSG00000046318.17
ENSMUST00000061103.14	ENSMUSG00000046318.17
ENSMUST00000130300.3	ENSMUSG00000046318.17
ENSMUST00000235872.2	ENSMUSG00000046318.17
ENSMUST00000236848.2	ENSMUSG00000046318.17
ENSMUST00000236179.2	ENSMUSG00000117764.2
ENSMUST00000102193.3	ENSMUSG00000076147.3
ENSMUST00000236402.2	ENSMUSG00000046318.17
ENSMUST00000151343.3	ENSMUSG00000046318.17
ENSMUST00000236577.2	ENSMUSG00000118228.2
ENSMUST00000235885.2	ENSMUSG00000117884.2
ENSMUST00000236080.2	ENSMUSG00000117918.2
ENSMUST00000158762.3	ENSMUSG00000089387.3
ENSMUST00000237927.2	ENSMUSG00000118187.2
ENSMUST00000236897.2	ENSMUSG00000117843.2
ENSMUST00000236048.2	ENSMUSG00000118349.2
ENSMUST00000235402.2	ENSMUSG00000118201.2
ENSMUST00000237763.2	ENSMUSG00000117750.2
ENSMUST00000057942.4	ENSMUSG00000047259.4
ENSMUST00000237328.2	ENSMUSG00000118216.2
ENSMUST00000237895.2	ENSMUSG00000118216.2
ENSMUST00000235553.2	ENSMUSG00000118216.2
ENSMUST00000236079.2	ENSMUSG00000117868.2
ENSMUST00000237741.2	ENSMUSG00000118131.2
ENSMUST00000240361.1	ENSMUSG00000119766.1
ENSMUST00000209359.3	ENSMUSG00000117757.2
ENSMUST00000073054.5	ENSMUSG00000062526.5
ENSMUST00000236244.2	ENSMUSG00000062526.5
ENSMUST00000237279.2	ENSMUSG00000062526.5
ENSMUST00000237631.2	ENSMUSG00000062526.5
ENSMUST00000144078.8	ENSMUSG00000046415.12
ENSMUST00000145081.8	ENSMUSG00000046415.12
ENSMUST00000127708.8	ENSMUSG00000046415.12
ENSMUST00000128943.2	ENSMUSG00000046415.12
ENSMUST00000138236.2	ENSMUSG00000046415.12
ENSMUST00000025408.10	ENSMUSG00000024527.11
ENSMUST00000237178.2	ENSMUSG00000024527.11
ENSMUST00000235409.2	ENSMUSG00000024527.11
ENSMUST00000236810.2	ENSMUSG00000024527.11
ENSMUST00000045105.13	ENSMUSG00000024533.18
ENSMUST00000115050.10	ENSMUSG00000024533.18
ENSMUST00000082243.7	ENSMUSG00000024533.18
ENSMUST00000224122.2	ENSMUSG00000024533.18
ENSMUST00000224799.2	ENSMUSG00000024533.18
ENSMUST00000224659.2	ENSMUSG00000024533.18
ENSMUST00000224189.2	ENSMUSG00000024533.18
ENSMUST00000226000.2	ENSMUSG00000024533.18
ENSMUST00000097542.4	ENSMUSG00000073542.4
ENSMUST00000236857.2	ENSMUSG00000073542.4
ENSMUST00000237975.2	ENSMUSG00000073542.4
ENSMUST00000120934.8	ENSMUSG00000024539.18
ENSMUST00000025420.14	ENSMUSG00000024539.18
ENSMUST00000122412.2	ENSMUSG00000024539.18
ENSMUST00000128169.2	ENSMUSG00000024539.18
ENSMUST00000237403.2	ENSMUSG00000118134.2
ENSMUST00000180450.2	ENSMUSG00000097835.2
ENSMUST00000237968.2	ENSMUSG00000118134.2
ENSMUST00000236198.2	ENSMUSG00000117891.2
ENSMUST00000237336.2	ENSMUSG00000118306.2
ENSMUST00000042852.7	ENSMUSG00000038121.7
ENSMUST00000184508.3	ENSMUSG00000098253.3
ENSMUST00000152193.2	ENSMUSG00000038121.7
ENSMUST00000052347.8	ENSMUSG00000045569.8
ENSMUST00000236766.2	ENSMUSG00000118041.2
ENSMUST00000237657.2	ENSMUSG00000118102.2
ENSMUST00000236143.2	ENSMUSG00000024546.7
ENSMUST00000025428.6	ENSMUSG00000024546.7
ENSMUST00000184434.3	ENSMUSG00000098366.3
ENSMUST00000211216.2	ENSMUSG00000110211.2
ENSMUST00000082772.3	ENSMUSG00000119124.1
ENSMUST00000235804.2	ENSMUSG00000118028.2
ENSMUST00000139488.2	ENSMUSG00000084948.2
ENSMUST00000147221.2	ENSMUSG00000084948.2
ENSMUST00000121693.8	ENSMUSG00000024511.16
ENSMUST00000069749.9	ENSMUSG00000024511.16
ENSMUST00000117692.8	ENSMUSG00000024511.16
ENSMUST00000127217.2	ENSMUSG00000024511.16
ENSMUST00000025390.4	ENSMUSG00000024512.5
ENSMUST00000239144.2	ENSMUSG00000118497.2
ENSMUST00000212521.2	ENSMUSG00000110495.2
ENSMUST00000213066.2	ENSMUSG00000044906.7
ENSMUST00000212683.2	ENSMUSG00000044906.7
ENSMUST00000067556.4	ENSMUSG00000044906.7
ENSMUST00000211817.2	ENSMUSG00000044906.7
ENSMUST00000212074.2	ENSMUSG00000044906.7
ENSMUST00000212155.2	ENSMUSG00000044906.7
ENSMUST00000212982.2	ENSMUSG00000044906.7
ENSMUST00000212539.2	ENSMUSG00000044906.7
ENSMUST00000237800.2	ENSMUSG00000044906.7
ENSMUST00000161542.8	ENSMUSG00000038425.19
ENSMUST00000121674.9	ENSMUSG00000038425.19
ENSMUST00000043286.15	ENSMUSG00000038425.19
ENSMUST00000159389.8	ENSMUSG00000038425.19
ENSMUST00000160713.2	ENSMUSG00000038425.19
ENSMUST00000235127.2	ENSMUSG00000038425.19
ENSMUST00000236578.2	ENSMUSG00000117810.2
ENSMUST00000237754.2	ENSMUSG00000118309.2
ENSMUST00000236972.2	ENSMUSG00000118271.2
ENSMUST00000114943.11	ENSMUSG00000060534.17
ENSMUST00000073379.6	ENSMUSG00000060534.17
ENSMUST00000126030.2	ENSMUSG00000060534.17
ENSMUST00000235371.2	ENSMUSG00000117831.2
ENSMUST00000235469.2	ENSMUSG00000117984.2
ENSMUST00000236243.2	ENSMUSG00000118316.2
ENSMUST00000025393.14	ENSMUSG00000024515.14
ENSMUST00000114939.2	ENSMUSG00000024515.14
ENSMUST00000131339.8	ENSMUSG00000024515.14
ENSMUST00000147315.8	ENSMUSG00000024515.14
ENSMUST00000142672.8	ENSMUSG00000024515.14
ENSMUST00000129326.2	ENSMUSG00000024515.14
ENSMUST00000041138.3	ENSMUSG00000036941.3
ENSMUST00000025439.5	ENSMUSG00000024556.5
ENSMUST00000236922.2	ENSMUSG00000024556.5
ENSMUST00000237619.2	ENSMUSG00000024556.5
ENSMUST00000235595.2	ENSMUSG00000024556.5
ENSMUST00000162863.8	ENSMUSG00000024558.13
ENSMUST00000091851.10	ENSMUSG00000024558.13
ENSMUST00000159162.2	ENSMUSG00000024558.13
ENSMUST00000160601.2	ENSMUSG00000024558.13
ENSMUST00000040188.16	ENSMUSG00000036223.17
ENSMUST00000177604.2	ENSMUSG00000036223.17
ENSMUST00000237276.2	ENSMUSG00000036223.17
ENSMUST00000122178.2	ENSMUSG00000095419.2
ENSMUST00000152951.2	ENSMUSG00000086333.2
ENSMUST00000137034.2	ENSMUSG00000086333.2
ENSMUST00000158064.3	ENSMUSG00000088689.3
ENSMUST00000158610.3	ENSMUSG00000089235.3
ENSMUST00000235192.2	ENSMUSG00000117754.2
ENSMUST00000066532.5	ENSMUSG00000053846.6
ENSMUST00000235783.2	ENSMUSG00000053846.6
ENSMUST00000237753.2	ENSMUSG00000118384.2
ENSMUST00000237271.2	ENSMUSG00000118144.2
ENSMUST00000179328.3	ENSMUSG00000094153.3
ENSMUST00000190465.2	ENSMUSG00000102047.2
ENSMUST00000185628.2	ENSMUSG00000102047.2
ENSMUST00000186356.2	ENSMUSG00000102047.2
ENSMUST00000174338.2	ENSMUSG00000092569.2
ENSMUST00000165559.3	ENSMUSG00000052928.10
ENSMUST00000235147.2	ENSMUSG00000052928.10
ENSMUST00000238127.2	ENSMUSG00000118311.2
ENSMUST00000236092.2	ENSMUSG00000117797.2
ENSMUST00000237277.2	ENSMUSG00000118294.2
ENSMUST00000238024.2	ENSMUSG00000118004.2
ENSMUST00000235949.2	ENSMUSG00000117960.2
ENSMUST00000126153.8	ENSMUSG00000025420.14
ENSMUST00000135029.8	ENSMUSG00000025420.14
ENSMUST00000122984.8	ENSMUSG00000025420.14
ENSMUST00000137498.8	ENSMUSG00000025420.14
ENSMUST00000137354.8	ENSMUSG00000025420.14
ENSMUST00000154053.8	ENSMUSG00000025420.14
ENSMUST00000026486.13	ENSMUSG00000025420.14
ENSMUST00000125744.8	ENSMUSG00000025420.14
ENSMUST00000138336.2	ENSMUSG00000025420.14
ENSMUST00000154665.2	ENSMUSG00000025420.14
ENSMUST00000123650.2	ENSMUSG00000025420.14
ENSMUST00000238080.2	ENSMUSG00000073532.4
ENSMUST00000097520.3	ENSMUSG00000073532.4
ENSMUST00000118893.2	ENSMUSG00000082784.2
ENSMUST00000238018.2	ENSMUSG00000118108.2
ENSMUST00000026494.14	ENSMUSG00000025427.16
ENSMUST00000182024.2	ENSMUSG00000025427.16
ENSMUST00000182805.2	ENSMUSG00000025427.16
ENSMUST00000182153.3	ENSMUSG00000025427.16
ENSMUST00000182348.3	ENSMUSG00000025427.16
ENSMUST00000182294.2	ENSMUSG00000025427.16
ENSMUST00000182146.3	ENSMUSG00000025427.16
ENSMUST00000074653.6	ENSMUSG00000047466.11
ENSMUST00000237203.2	ENSMUSG00000047466.11
ENSMUST00000235641.2	ENSMUSG00000047466.11
ENSMUST00000180530.3	ENSMUSG00000097666.3
ENSMUST00000236234.2	ENSMUSG00000041840.9
ENSMUST00000048192.9	ENSMUSG00000041840.9
ENSMUST00000236575.2	ENSMUSG00000041840.9
ENSMUST00000125396.2	ENSMUSG00000073529.10
ENSMUST00000143732.8	ENSMUSG00000073529.10
ENSMUST00000170760.3	ENSMUSG00000091055.3
ENSMUST00000091813.12	ENSMUSG00000059336.15
ENSMUST00000160292.8	ENSMUSG00000059336.15
ENSMUST00000160639.2	ENSMUSG00000059336.15
ENSMUST00000237290.2	ENSMUSG00000024552.17
ENSMUST00000237674.2	ENSMUSG00000024552.17
ENSMUST00000236281.2	ENSMUSG00000024552.17
ENSMUST00000025434.14	ENSMUSG00000024552.17
ENSMUST00000163367.3	ENSMUSG00000024552.17
ENSMUST00000235389.2	ENSMUSG00000024552.17
ENSMUST00000025430.11	ENSMUSG00000024548.12
ENSMUST00000236697.2	ENSMUSG00000117828.2
ENSMUST00000157092.3	ENSMUSG00000087717.3
ENSMUST00000237642.2	ENSMUSG00000118130.2
ENSMUST00000237884.2	ENSMUSG00000117709.2
ENSMUST00000237996.2	ENSMUSG00000117963.2
ENSMUST00000183151.2	ENSMUSG00000098165.2
ENSMUST00000178391.2	ENSMUSG00000096597.2
ENSMUST00000066743.11	ENSMUSG00000053950.11
ENSMUST00000237583.2	ENSMUSG00000118373.2
ENSMUST00000236227.2	ENSMUSG00000118244.2
ENSMUST00000025462.7	ENSMUSG00000024570.8
ENSMUST00000236460.2	ENSMUSG00000024570.8
ENSMUST00000237192.2	ENSMUSG00000078963.4
ENSMUST00000166219.2	ENSMUSG00000078963.4
ENSMUST00000077962.8	ENSMUSG00000059852.8
ENSMUST00000192763.2	ENSMUSG00000102959.2
ENSMUST00000184574.2	ENSMUSG00000059852.8
ENSMUST00000184366.2	ENSMUSG00000059852.8
ENSMUST00000036229.13	ENSMUSG00000033323.15
ENSMUST00000160434.3	ENSMUSG00000033323.15
ENSMUST00000161003.2	ENSMUSG00000033323.15
ENSMUST00000236225.2	ENSMUSG00000118319.2
ENSMUST00000237325.2	ENSMUSG00000118319.2
ENSMUST00000237693.2	ENSMUSG00000118379.2
ENSMUST00000167977.8	ENSMUSG00000033016.17
ENSMUST00000236310.2	ENSMUSG00000033016.17
ENSMUST00000170905.9	ENSMUSG00000033016.17
ENSMUST00000078049.12	ENSMUSG00000033016.17
ENSMUST00000237776.2	ENSMUSG00000033016.17
ENSMUST00000035800.8	ENSMUSG00000033016.17
ENSMUST00000236711.2	ENSMUSG00000033016.17
ENSMUST00000091790.5	ENSMUSG00000024566.11
ENSMUST00000225980.2	ENSMUSG00000024566.11
ENSMUST00000225235.2	ENSMUSG00000024566.11
ENSMUST00000225075.2	ENSMUSG00000024566.11
ENSMUST00000225218.2	ENSMUSG00000024566.11
ENSMUST00000225092.2	ENSMUSG00000024566.11
ENSMUST00000237845.2	ENSMUSG00000024566.11
ENSMUST00000225692.2	ENSMUSG00000024566.11
ENSMUST00000224283.2	ENSMUSG00000024566.11
ENSMUST00000225205.2	ENSMUSG00000024566.11
ENSMUST00000226064.2	ENSMUSG00000024566.11
ENSMUST00000223926.2	ENSMUSG00000024566.11
ENSMUST00000224709.2	ENSMUSG00000024566.11
ENSMUST00000235385.2	ENSMUSG00000024566.11
ENSMUST00000225345.2	ENSMUSG00000024566.11
ENSMUST00000057950.9	ENSMUSG00000024565.11
ENSMUST00000238808.2	ENSMUSG00000024565.11
ENSMUST00000235746.2	ENSMUSG00000024565.11
ENSMUST00000236431.2	ENSMUSG00000118235.2
ENSMUST00000181204.2	ENSMUSG00000097181.2
ENSMUST00000235899.2	ENSMUSG00000118227.2
ENSMUST00000236435.2	ENSMUSG00000118227.2
ENSMUST00000237951.2	ENSMUSG00000118227.2
ENSMUST00000235510.2	ENSMUSG00000117870.2
ENSMUST00000236490.2	ENSMUSG00000117870.2
ENSMUST00000235996.2	ENSMUSG00000118172.2
ENSMUST00000237663.2	ENSMUSG00000117892.2
ENSMUST00000235452.2	ENSMUSG00000117817.2
ENSMUST00000175295.3	ENSMUSG00000093036.3
ENSMUST00000237813.2	ENSMUSG00000117913.2
ENSMUST00000235346.2	ENSMUSG00000117663.2
ENSMUST00000235445.2	ENSMUSG00000118057.2
ENSMUST00000065224.8	ENSMUSG00000024553.9
ENSMUST00000130005.3	ENSMUSG00000061684.7
ENSMUST00000171071.9	ENSMUSG00000041258.19
ENSMUST00000183324.8	ENSMUSG00000041258.19
ENSMUST00000182122.8	ENSMUSG00000041258.19
ENSMUST00000183048.8	ENSMUSG00000041258.19
ENSMUST00000182759.2	ENSMUSG00000041258.19
ENSMUST00000182866.3	ENSMUSG00000041258.19
ENSMUST00000225002.2	ENSMUSG00000041258.19
ENSMUST00000236295.2	ENSMUSG00000117842.2
ENSMUST00000237986.2	ENSMUSG00000117849.2
ENSMUST00000188435.2	ENSMUSG00000101773.2
ENSMUST00000236556.2	ENSMUSG00000118339.2
ENSMUST00000237056.2	ENSMUSG00000118339.2
ENSMUST00000238101.2	ENSMUSG00000117976.2
ENSMUST00000235874.2	ENSMUSG00000100430.3
ENSMUST00000237353.2	ENSMUSG00000100430.3
ENSMUST00000238160.2	ENSMUSG00000100430.3
ENSMUST00000236863.2	ENSMUSG00000100430.3
ENSMUST00000235826.2	ENSMUSG00000100430.3
ENSMUST00000185460.2	ENSMUSG00000100430.3
ENSMUST00000236396.2	ENSMUSG00000100430.3
ENSMUST00000235143.2	ENSMUSG00000118333.2
ENSMUST00000236997.2	ENSMUSG00000118333.2
ENSMUST00000236713.2	ENSMUSG00000117993.2
ENSMUST00000236434.2	ENSMUSG00000117715.2
ENSMUST00000236210.2	ENSMUSG00000118060.2
ENSMUST00000236581.2	ENSMUSG00000118156.2
ENSMUST00000237450.2	ENSMUSG00000118175.2
ENSMUST00000237771.2	ENSMUSG00000117658.2
ENSMUST00000235642.2	ENSMUSG00000117658.2
ENSMUST00000237151.2	ENSMUSG00000118200.2
ENSMUST00000236855.2	ENSMUSG00000118200.2
ENSMUST00000235715.2	ENSMUSG00000118200.2
ENSMUST00000235139.2	ENSMUSG00000118200.2
ENSMUST00000237865.2	ENSMUSG00000118200.2
ENSMUST00000237789.2	ENSMUSG00000118200.2
ENSMUST00000237374.2	ENSMUSG00000118024.2
ENSMUST00000060303.10	ENSMUSG00000046982.12
ENSMUST00000175783.3	ENSMUSG00000046982.12
ENSMUST00000235188.2	ENSMUSG00000046982.12
ENSMUST00000237918.2	ENSMUSG00000046982.12
ENSMUST00000235867.2	ENSMUSG00000118225.2
ENSMUST00000238103.2	ENSMUSG00000117915.2
ENSMUST00000125450.9	ENSMUSG00000048410.18
ENSMUST00000125763.3	ENSMUSG00000048410.18
ENSMUST00000143597.2	ENSMUSG00000048410.18
ENSMUST00000193817.2	ENSMUSG00000102951.2
ENSMUST00000182849.2	ENSMUSG00000048410.18
ENSMUST00000156181.2	ENSMUSG00000048410.18
ENSMUST00000182297.2	ENSMUSG00000048410.18
ENSMUST00000070139.9	ENSMUSG00000056162.15
ENSMUST00000235618.2	ENSMUSG00000056162.15
ENSMUST00000236723.2	ENSMUSG00000056162.15
ENSMUST00000145981.8	ENSMUSG00000056162.15
ENSMUST00000130579.2	ENSMUSG00000056162.15
ENSMUST00000236714.2	ENSMUSG00000056162.15
ENSMUST00000168993.3	ENSMUSG00000092056.3
ENSMUST00000025546.17	ENSMUSG00000024644.18
ENSMUST00000168419.3	ENSMUSG00000024644.18
ENSMUST00000236415.2	ENSMUSG00000024644.18
ENSMUST00000237533.2	ENSMUSG00000024644.18
ENSMUST00000236029.2	ENSMUSG00000024644.18
ENSMUST00000235534.2	ENSMUSG00000024644.18
ENSMUST00000236125.2	ENSMUSG00000024644.18
ENSMUST00000237605.2	ENSMUSG00000024644.18
ENSMUST00000235149.2	ENSMUSG00000024644.18
ENSMUST00000162318.2	ENSMUSG00000089760.2
ENSMUST00000083812.3	ENSMUSG00000065746.3
ENSMUST00000236689.2	ENSMUSG00000117781.2
ENSMUST00000236717.2	ENSMUSG00000089744.3
ENSMUST00000160306.2	ENSMUSG00000089744.3
ENSMUST00000025547.4	ENSMUSG00000024645.6
ENSMUST00000235548.2	ENSMUSG00000024645.6
ENSMUST00000235640.2	ENSMUSG00000024645.6
ENSMUST00000236812.2	ENSMUSG00000024645.6
ENSMUST00000235629.2	ENSMUSG00000024645.6
ENSMUST00000237949.2	ENSMUSG00000024645.6
ENSMUST00000235745.2	ENSMUSG00000024645.6
ENSMUST00000235591.2	ENSMUSG00000024645.6
ENSMUST00000238005.2	ENSMUSG00000118255.2
ENSMUST00000237113.2	ENSMUSG00000117854.2
ENSMUST00000237360.2	ENSMUSG00000118241.2
ENSMUST00000237292.2	ENSMUSG00000117906.2
ENSMUST00000238105.2	ENSMUSG00000118283.2
ENSMUST00000236142.2	ENSMUSG00000117778.2
ENSMUST00000236018.2	ENSMUSG00000117908.2
